SPDL1,PTHR32123:SF9,PTHR32123
CAVIN1,PTHR15240:SF3,PTHR15240
PPP5D1,PTHR12138:SF143,PTHR12138
TIE1,PTHR24416:SF341,PTHR24416
SGCG,PTHR12939:SF4,PTHR12939
RSPH9,PTHR22069:SF0,PTHR22069
KRBOX4,PTHR23232:SF98,PTHR23232
BARX1,PTHR24330:SF12,PTHR24330
RNF152,PTHR25464:SF1,PTHR25464
CCNG1,PTHR10177:SF59,PTHR10177
TAF11L11,PTHR13218:SF15,PTHR13218
L1TD1,PTHR11505:SF203,PTHR11505
ZNF511,PTHR21354:SF0,PTHR21354
FUT3,PTHR11929:SF165,PTHR11929
SRPRA,PTHR43134:SF1,PTHR43134
ATG4B,PTHR22624:SF39,PTHR22624
SEMA4D,PTHR11036:SF18,PTHR11036
LY6L,PTHR32217:SF2,PTHR32217
ULBP1,PTHR16675:SF268,PTHR16675
MPC2,PTHR14154:SF2,PTHR14154
DENND4B,PTHR12296:SF18,PTHR12296
SERTAD4,PTHR14272:SF4,PTHR14272
ADAMTS10,PTHR13723:SF26,PTHR13723
MAFK,PTHR10129:SF26,PTHR10129
CLEC10A,PTHR22802:SF416,PTHR22802
TMEM104,PTHR16189:SF0,PTHR16189
GFI1B,PTHR24393:SF49,PTHR24393
PAIP2,PTHR13154:SF2,PTHR13154
FASTK,PTHR21228:SF4,PTHR21228
CEP95,PTHR22545:SF0,PTHR22545
ABCG1,PTHR48041:SF90,PTHR48041
FBLN5,PTHR24034:SF107,PTHR24034
DNAJB12,PTHR43908:SF8,PTHR43908
CMTM8,PTHR22776:SF10,PTHR22776
SLMAP,PTHR15715:SF22,PTHR15715
RGMA,PTHR31428:SF4,PTHR31428
CCDC88B,PTHR18947:SF35,PTHR18947
SOX14,PTHR10270:SF107,PTHR10270
UBTD1,PTHR13609:SF11,PTHR13609
GET4,PTHR12875:SF0,PTHR12875
H2BC20P,PTHR23428:SF298,PTHR23428
TULP3,PTHR16517:SF138,PTHR16517
CDHR2,PTHR24026:SF75,PTHR24026
ZFP90,PTHR24381:SF143,PTHR24381
ARHGAP36,PTHR12635:SF8,PTHR12635
MXRA8,PTHR44793:SF1,PTHR44793
SPRYD3,PTHR12864:SF54,PTHR12864
ATP2C1,PTHR42861:SF2,PTHR42861
QPCT,PTHR12283:SF5,PTHR12283
EXOSC9,PTHR11097:SF14,PTHR11097
AGBL3,PTHR12756:SF23,PTHR12756
RUBCN,PTHR45971:SF3,PTHR45971
SERPINB2,PTHR11461:SF61,PTHR11461
GPR171,PTHR24233:SF4,PTHR24233
TAF11,PTHR13218:SF16,PTHR13218
VMO1,PTHR18841:SF2,PTHR18841
FANCC,PTHR16798:SF0,PTHR16798
KLRB1,PTHR46784:SF1,PTHR46784
TMEM253,PTHR37359:SF1,PTHR37359
ASB14,PTHR24121:SF2,PTHR24121
USP6NL,PTHR22957:SF193,PTHR22957
CLDN18,PTHR12002:SF9,PTHR12002
BCKDK,PTHR11947:SF20,PTHR11947
IDH3B,PTHR11835:SF42,PTHR11835
GAPDHS,PTHR10836:SF79,PTHR10836
HAS1,PTHR22913:SF4,PTHR22913
TEX50,PTHR39232:SF1,PTHR39232
CBFA2T3,PTHR10379:SF6,PTHR10379
MTPN,PTHR24189:SF52,PTHR24189
KCND2,PTHR11537:SF265,PTHR11537
TRAV35,PTHR19433:SF119,PTHR19433
LINS1,PTHR16057:SF1,PTHR16057
TUBGCP6,PTHR19302:SF70,PTHR19302
PCNP,PTHR16523:SF8,PTHR16523
FILIP1L,PTHR23166:SF4,PTHR23166
ZNF594,PTHR24376:SF219,PTHR24376
C19orf67,PTHR36292:SF1,PTHR36292
WDR91,PTHR13083:SF3,PTHR13083
UEVLD,PTHR23306:SF18,PTHR23306
GXYLT2,PTHR46012:SF1,PTHR46012
PCDHA8,PTHR24028:SF305,PTHR24028
FOXN2,PTHR13962:SF19,PTHR13962
ZNF354A,PTHR24377:SF146,PTHR24377
IGSF6,PTHR15297:SF2,PTHR15297
GIMAP1,PTHR10903:SF74,PTHR10903
YDJC,PTHR31609:SF1,PTHR31609
NPHP4,PTHR31043:SF3,PTHR31043
ESYT2,PTHR45761:SF2,PTHR45761
ZNF76,PTHR19818:SF151,PTHR19818
NOX3,PTHR11972:SF12,PTHR11972
MGAT2,PTHR12871:SF0,PTHR12871
HOXA1,PTHR45946:SF3,PTHR45946
ZSCAN21,PTHR23226:SF10,PTHR23226
CUEDC2,PTHR12493:SF0,PTHR12493
PYROXD2,PTHR10668:SF103,PTHR10668
ACKR3,PTHR10489:SF931,PTHR10489
SLC52A3,PTHR12929:SF4,PTHR12929
CD300C,PTHR11860:SF107,PTHR11860
PNKP,PTHR12083:SF9,PTHR12083
ZNF467,PTHR24377:SF999,PTHR24377
TIAM1,PTHR46001:SF1,PTHR46001
ZBTB48,PTHR24390:SF139,PTHR24390
ATRAID,PTHR15926:SF1,PTHR15926
WNT7B,PTHR12027:SF73,PTHR12027
CXCR1,PTHR10489:SF916,PTHR10489
FILIP1,PTHR23166:SF3,PTHR23166
NLRP14,PTHR45690:SF15,PTHR45690
PLSCR1,PTHR23248:SF38,PTHR23248
TCF24,PTHR23349:SF48,PTHR23349
SERPINF1,PTHR11461:SF84,PTHR11461
BLOC1S6,PTHR31328:SF2,PTHR31328
BNC2,PTHR15021:SF2,PTHR15021
ZC3H12D,PTHR12876:SF11,PTHR12876
HMGA1,PTHR23341:SF9,PTHR23341
ARL1,PTHR11711:SF41,PTHR11711
CHID1,PTHR46066:SF2,PTHR46066
SLC10A7,PTHR18640:SF5,PTHR18640
PCDH19,PTHR24028:SF40,PTHR24028
ABHD17B,PTHR12277:SF48,PTHR12277
SQLE,PTHR10835:SF0,PTHR10835
TRAV4,PTHR19433:SF111,PTHR19433
RSPH10B,PTHR46613:SF1,PTHR46613
CEP120,PTHR21574:SF0,PTHR21574
CCDC82,PTHR14689:SF0,PTHR14689
MAGEB4,PTHR11736:SF22,PTHR11736
PRAME,PTHR14224:SF24,PTHR14224
SRD5A2,PTHR10556:SF37,PTHR10556
OR2T1,PTHR26453:SF125,PTHR26453
MRPL15,PTHR12934:SF11,PTHR12934
CALHM2,PTHR32261:SF3,PTHR32261
ENAM,PTHR16784:SF2,PTHR16784
GNAT2,PTHR10218:SF68,PTHR10218
XRCC4,PTHR28559:SF1,PTHR28559
FAM219A,PTHR31281:SF0,PTHR31281
MFSD10,PTHR23504:SF31,PTHR23504
PA2G4,PTHR10804:SF130,PTHR10804
SSX9P,PTHR14112:SF24,PTHR14112
HNRNPDL,PTHR48033:SF2,PTHR48033
PAK1IP1,PTHR44675:SF1,PTHR44675
GPRIN1,PTHR15718:SF7,PTHR15718
CCND2,PTHR10177:SF66,PTHR10177
CNK3/IPCEF1,PTHR12844:SF45,PTHR12844
PKM,PTHR11817:SF15,PTHR11817
TAB3,PTHR46253:SF3,PTHR46253
GCSAML,PTHR35351:SF1,PTHR35351
SAP130,PTHR13497:SF3,PTHR13497
MRPS30,PTHR13014:SF3,PTHR13014
IL33,PTHR21114:SF0,PTHR21114
C6orf226,PTHR40657:SF1,PTHR40657
SLC9C1,PTHR10110:SF87,PTHR10110
CSNK1D,PTHR11909:SF18,PTHR11909
VPS26B,PTHR12233:SF5,PTHR12233
TELO2,PTHR15830:SF10,PTHR15830
NLGN4X,PTHR43903:SF25,PTHR43903
PRMT8,PTHR11006:SF47,PTHR11006
SPINK7,PTHR47499:SF1,PTHR47499
PSME4,PTHR32170:SF3,PTHR32170
KCNG1,PTHR11537:SF88,PTHR11537
U2AF1L5,PTHR12620:SF11,PTHR12620
NANP,PTHR46470:SF3,PTHR46470
ZNF521,PTHR24376:SF84,PTHR24376
SPIRE1,PTHR21345:SF8,PTHR21345
RND2,PTHR24072:SF21,PTHR24072
ARL2,PTHR45697:SF2,PTHR45697
XRN1,PTHR12341:SF7,PTHR12341
BBX,PTHR13059:SF10,PTHR13059
TBX1,PTHR11267:SF104,PTHR11267
SPDYE5,PTHR31156:SF15,PTHR31156
CTSV,PTHR12411:SF57,PTHR12411
UBE2Q2,PTHR24068:SF456,PTHR24068
ANKRD42,PTHR24201:SF2,PTHR24201
THAP1,PTHR46600:SF5,PTHR46600
ANGPTL5,PTHR19143:SF185,PTHR19143
PFKFB2,PTHR10606:SF48,PTHR10606
IFNAR1,PTHR20859:SF54,PTHR20859
PRSS2,PTHR24264:SF66,PTHR24264
CAPN15,PTHR10183:SF382,PTHR10183
HSH2D,PTHR14388:SF3,PTHR14388
PALS1,PTHR23122:SF14,PTHR23122
TMEM151A,PTHR31893:SF3,PTHR31893
IPO4,PTHR10527:SF6,PTHR10527
PDHA2,PTHR11516:SF27,PTHR11516
CUX2,PTHR14043:SF5,PTHR14043
NRXN3,PTHR15036:SF57,PTHR15036
CFAP46,PTHR15977:SF15,PTHR15977
HRCT1,PTHR23009:SF2,PTHR23009
H1-4,PTHR11467:SF20,PTHR11467
HMG20B,PTHR46040:SF2,PTHR46040
PRL,PTHR11417:SF5,PTHR11417
PDZK1IP1,PTHR15296:SF0,PTHR15296
TRIR,PTHR34753:SF1,PTHR34753
DNAJB6,PTHR43948:SF6,PTHR43948
SLC47A1,PTHR11206:SF73,PTHR11206
DAPK3,PTHR24342:SF18,PTHR24342
RNF212,PTHR22663:SF21,PTHR22663
RHOC,PTHR24072:SF100,PTHR24072
TMED2,PTHR22811:SF177,PTHR22811
DHFR2,PTHR48069:SF1,PTHR48069
ZDHHC7,PTHR22883:SF49,PTHR22883
PTK2B,PTHR24418:SF94,PTHR24418
PCDHGC3,PTHR24028:SF70,PTHR24028
RBFA,PTHR14725:SF0,PTHR14725
AKR7L,PTHR43625:SF11,PTHR43625
ACOT7L,PTHR11049:SF29,PTHR11049
OSBPL1A,PTHR10972:SF53,PTHR10972
MOSPD3,PTHR34441:SF4,PTHR34441
GPR161,PTHR22752:SF10,PTHR22752
TCAF1,PTHR15730:SF1,PTHR15730
NDRG2,PTHR11034:SF17,PTHR11034
MEF2A,PTHR11945:SF637,PTHR11945
ERP29,PTHR12211:SF1,PTHR12211
DISP1,PTHR45951:SF4,PTHR45951
NPIPB15,PTHR15438:SF4,PTHR15438
MECP2,PTHR15074:SF6,PTHR15074
EPHB4,PTHR24416:SF296,PTHR24416
CYP2B6,PTHR24300:SF153,PTHR24300
GPM6A,PTHR11683:SF4,PTHR11683
GBGT1,PTHR10462:SF49,PTHR10462
TMEM156,PTHR14788:SF5,PTHR14788
KLHL33,PTHR45632:SF14,PTHR45632
GRIN2B,PTHR18966:SF382,PTHR18966
DDIAS,PTHR35537:SF1,PTHR35537
CAPN10,PTHR10183:SF30,PTHR10183
HFE,PTHR16675:SF172,PTHR16675
SRPK3,PTHR47634:SF20,PTHR47634
TMEM45A,PTHR16007:SF21,PTHR16007
ZNF227,PTHR24376:SF232,PTHR24376
MEI1,PTHR12044:SF10,PTHR12044
PTPRQ,PTHR46957:SF1,PTHR46957
FUT1,PTHR11927:SF4,PTHR11927
TSACC,PTHR37368:SF1,PTHR37368
ARL8B,PTHR45732:SF13,PTHR45732
GABRB1,PTHR18945:SF429,PTHR18945
SPG7,PTHR43655:SF8,PTHR43655
CALCOCO2,PTHR31915:SF4,PTHR31915
PAPOLA,PTHR10682:SF9,PTHR10682
STK24,PTHR48012:SF22,PTHR48012
ABHD17C,PTHR12277:SF55,PTHR12277
SYNGR3,PTHR10838:SF8,PTHR10838
ZNF766,PTHR24377:SF971,PTHR24377
FAM149B1,PTHR31997:SF0,PTHR31997
MDFIC,PTHR15304:SF0,PTHR15304
OR4F6,PTHR48002:SF122,PTHR48002
EEF1B2,PTHR11595:SF60,PTHR11595
PAH,PTHR11473:SF24,PTHR11473
FLNB,PTHR38537:SF7,PTHR38537
SMOC2,PTHR12352:SF21,PTHR12352
ZGRF1,PTHR28535:SF1,PTHR28535
DET1,PTHR13374:SF3,PTHR13374
HNF4A,PTHR24083:SF41,PTHR24083
FRAT2,PTHR35154:SF2,PTHR35154
CELSR1,PTHR24026:SF36,PTHR24026
POU3F2,PTHR11636:SF115,PTHR11636
ADCY1,PTHR45627:SF26,PTHR45627
MEIS3P2,PTHR11850:SF332,PTHR11850
CLCN3,PTHR45711:SF8,PTHR45711
VPS4B,PTHR23074:SF72,PTHR23074
CCDC3,PTHR31663:SF4,PTHR31663
RPL34,PTHR46595:SF6,PTHR46595
MTMR8,PTHR10807:SF36,PTHR10807
CTPS1,PTHR11550:SF8,PTHR11550
ZNF354C,PTHR24377:SF991,PTHR24377
MZT2B,PTHR28578:SF4,PTHR28578
FAM98C,PTHR31353:SF10,PTHR31353
ITIH2,PTHR10338:SF14,PTHR10338
GTF2F1,PTHR13011:SF0,PTHR13011
ORAI3,PTHR31501:SF6,PTHR31501
B3GALNT1,PTHR11214:SF153,PTHR11214
XRCC6,PTHR12604:SF5,PTHR12604
PUM3,PTHR13389:SF0,PTHR13389
MOB1A,PTHR22599:SF30,PTHR22599
RAB8A,PTHR47980:SF33,PTHR47980
APOBEC3C,PTHR13857:SF46,PTHR13857
FOXO4,PTHR45767:SF3,PTHR45767
C16orf46,PTHR36869:SF1,PTHR36869
ELOB,PTHR13248:SF5,PTHR13248
TRIM14,PTHR24103:SF595,PTHR24103
VARS1,PTHR11946:SF115,PTHR11946
CLIP1,PTHR18916:SF44,PTHR18916
TATDN2,PTHR46363:SF1,PTHR46363
TNFRSF4,PTHR47881:SF1,PTHR47881
CCSER2,PTHR22461:SF2,PTHR22461
CNOT4,PTHR12603:SF0,PTHR12603
GAST,PTHR19309:SF0,PTHR19309
OR4D5,PTHR48002:SF49,PTHR48002
SMIM41,PTHR28649:SF1,PTHR28649
PHF11,PTHR12420:SF4,PTHR12420
OR4C46,PTHR48002:SF142,PTHR48002
DHRS2,PTHR43943:SF3,PTHR43943
CLSTN2,PTHR14139:SF3,PTHR14139
TTI2,PTHR32226:SF2,PTHR32226
CTPS2,PTHR11550:SF2,PTHR11550
ANXA1,PTHR10502:SF17,PTHR10502
SHISA3,PTHR31395:SF4,PTHR31395
STK33,PTHR44167:SF6,PTHR44167
NMES1,PTHR14256:SF3,PTHR14256
JDP2,PTHR23351:SF10,PTHR23351
TRIM75P,PTHR24103:SF312,PTHR24103
TKFC,PTHR28629:SF4,PTHR28629
SYCP3,PTHR19368:SF12,PTHR19368
STARD10,PTHR19308:SF7,PTHR19308
C17orf107,PTHR38506:SF1,PTHR38506
ARHGAP15,PTHR23176:SF108,PTHR23176
VPS45,PTHR11679:SF3,PTHR11679
USP17L6P,PTHR24006:SF651,PTHR24006
ACACA,PTHR45728:SF5,PTHR45728
RIMBP2,PTHR14234:SF18,PTHR14234
TRIM43,PTHR24103:SF678,PTHR24103
ENPP1,PTHR10151:SF77,PTHR10151
IL9R,PTHR23037:SF29,PTHR23037
IFIT1B,PTHR10271:SF32,PTHR10271
AUH,PTHR11941:SF12,PTHR11941
ANKRD20A4P,PTHR24147:SF1,PTHR24147
BIRC7,PTHR10044:SF163,PTHR10044
DST,PTHR23169:SF24,PTHR23169
SPATA5,PTHR23077:SF27,PTHR23077
RBBP8,PTHR15107:SF4,PTHR15107
FBXO44,PTHR12125:SF13,PTHR12125
DDX39B,PTHR47958:SF124,PTHR47958
RNASEK,PTHR31733:SF1,PTHR31733
SUGP2,PTHR23340:SF2,PTHR23340
CREG2,PTHR13343:SF15,PTHR13343
TOR3A,PTHR10760:SF3,PTHR10760
TEX101,PTHR16529:SF3,PTHR16529
OR3A3,PTHR48001:SF147,PTHR48001
EXOSC8,PTHR11097:SF9,PTHR11097
TMC6,PTHR23302:SF4,PTHR23302
STOML2,PTHR43327:SF10,PTHR43327
FAM189B,PTHR17615:SF7,PTHR17615
GOLGA8A,PTHR10881:SF64,PTHR10881
MZT1,PTHR28520:SF2,PTHR28520
SMC3,PTHR43977:SF1,PTHR43977
KCNMB4,PTHR10258:SF3,PTHR10258
PLEK,PTHR12092:SF1,PTHR12092
NES,PTHR47051:SF1,PTHR47051
UBE2V1,PTHR24068:SF323,PTHR24068
FAM98B,PTHR31353:SF11,PTHR31353
SNTA1,PTHR10554:SF6,PTHR10554
HSP90AA2P,PTHR11528:SF131,PTHR11528
CNP,PTHR10156:SF0,PTHR10156
ITIH4,PTHR10338:SF119,PTHR10338
MRE11,PTHR10139:SF4,PTHR10139
CYTH3,PTHR10663:SF320,PTHR10663
F2,PTHR24254:SF10,PTHR24254
BDKRB1,PTHR24228:SF28,PTHR24228
FZD2,PTHR11309:SF34,PTHR11309
DNAH3,PTHR10676:SF242,PTHR10676
KCNK7,PTHR11003:SF31,PTHR11003
SCPEP1,PTHR11802:SF3,PTHR11802
DLGAP2,PTHR12353:SF3,PTHR12353
DMBT1,PTHR19331:SF22,PTHR19331
MYH2,PTHR45615:SF39,PTHR45615
FLRT1,PTHR45712:SF15,PTHR45712
GABARAPL1,PTHR10969:SF30,PTHR10969
KPNA3,PTHR23316:SF6,PTHR23316
SUPT20HL1,PTHR13526:SF17,PTHR13526
TRIM7,PTHR24103:SF611,PTHR24103
CLASRP,PTHR13161:SF4,PTHR13161
TET3,PTHR23358:SF4,PTHR23358
ZNF71,PTHR24393:SF130,PTHR24393
NCR3,PTHR47904:SF1,PTHR47904
TMEM204,PTHR14627:SF0,PTHR14627
TTC19,PTHR13143:SF6,PTHR13143
CFL2,PTHR11913:SF15,PTHR11913
RAB4B,PTHR47979:SF17,PTHR47979
ZEB2,PTHR24391:SF11,PTHR24391
GNG4,PTHR13809:SF21,PTHR13809
PLXNB2,PTHR22625:SF9,PTHR22625
TRPC4,PTHR10117:SF25,PTHR10117
DUSP18,PTHR46495:SF2,PTHR46495
IQSEC1,PTHR10663:SF327,PTHR10663
HMGN4,PTHR23087:SF11,PTHR23087
SFT2D2,PTHR23137:SF1,PTHR23137
CMA1,PTHR24271:SF24,PTHR24271
CARD11,PTHR14559:SF4,PTHR14559
TRAP1,PTHR11528:SF44,PTHR11528
SLC35G4,PTHR22911:SF32,PTHR22911
KCNK12,PTHR11003:SF11,PTHR11003
HIRIP3,PTHR15410:SF2,PTHR15410
P4HTM,PTHR10869:SF230,PTHR10869
TRAPPC2,PTHR12403:SF30,PTHR12403
FUBP3,PTHR10288:SF234,PTHR10288
CCDC90B,PTHR14360:SF14,PTHR14360
ATP7B,PTHR43520:SF8,PTHR43520
MYO10,PTHR46049:SF2,PTHR46049
F11,PTHR24253:SF44,PTHR24253
OTOL1,PTHR24023:SF914,PTHR24023
CBY3,PTHR21533:SF17,PTHR21533
CDC27,PTHR12558:SF13,PTHR12558
PPP2R5A,PTHR10257:SF6,PTHR10257
MYOCD,PTHR22793:SF11,PTHR22793
IGHV7-4-1,PTHR23266:SF286,PTHR23266
PRAMEF12,PTHR14224:SF105,PTHR14224
LRIF1,PTHR16131:SF2,PTHR16131
TRBV12-4,PTHR23268:SF14,PTHR23268
GLYATL2,PTHR15298:SF4,PTHR15298
ETNK1,PTHR22603:SF91,PTHR22603
FAM200A,PTHR45935:SF20,PTHR45935
ARAF,PTHR44329:SF55,PTHR44329
MT1L,PTHR23299:SF48,PTHR23299
NPAS1,PTHR23043:SF25,PTHR23043
IFNAR2,PTHR20859:SF84,PTHR20859
ANKRD19P,PTHR24147:SF64,PTHR24147
ATP2B4,PTHR24093:SF435,PTHR24093
SPIN4,PTHR10405:SF9,PTHR10405
KRTAP4-6,PTHR23262:SF232,PTHR23262
KNL1,PTHR16520:SF3,PTHR16520
ZAR1,PTHR31054:SF6,PTHR31054
ACOT8,PTHR11066:SF34,PTHR11066
OAZ1,PTHR10279:SF8,PTHR10279
FBLN7,PTHR24034:SF94,PTHR24034
GTSE1,PTHR21584:SF10,PTHR21584
CYBA,PTHR15168:SF0,PTHR15168
MGMT,PTHR46460:SF1,PTHR46460
C1QTNF4,PTHR22923:SF107,PTHR22923
DPEP3,PTHR10443:SF14,PTHR10443
SNX3,PTHR45963:SF1,PTHR45963
ZNF79,PTHR24381:SF344,PTHR24381
USP4,PTHR21646:SF45,PTHR21646
KIF1A,PTHR24115:SF361,PTHR24115
EPB41,PTHR23280:SF12,PTHR23280
NOMO3,PTHR23303:SF14,PTHR23303
MRPS26,PTHR21035:SF2,PTHR21035
GML,PTHR15049:SF2,PTHR15049
IFNL3,PTHR31943:SF1,PTHR31943
CD46,PTHR19325:SF521,PTHR19325
SAMSN1,PTHR12301:SF4,PTHR12301
TBC1D31,PTHR19853:SF1,PTHR19853
EIF2S3B,PTHR42854:SF14,PTHR42854
TADA2A,PTHR12374:SF20,PTHR12374
DNAJB11,PTHR44298:SF1,PTHR44298
COG3,PTHR13302:SF8,PTHR13302
ASCL2,PTHR13935:SF62,PTHR13935
ITGB1,PTHR10082:SF28,PTHR10082
OR14C36,PTHR26452:SF180,PTHR26452
ADCY2,PTHR45627:SF6,PTHR45627
MLYCD,PTHR28641:SF1,PTHR28641
ABHD8,PTHR42886:SF29,PTHR42886
RASSF5,PTHR22738:SF9,PTHR22738
ZNF705A,PTHR24381:SF303,PTHR24381
TRIAP1,PTHR46403:SF1,PTHR46403
HSPH1,PTHR45639:SF2,PTHR45639
ERFL,PTHR11849:SF165,PTHR11849
AVP,PTHR11681:SF9,PTHR11681
RTCB,PTHR11118:SF1,PTHR11118
IGHV1-69,PTHR23266:SF262,PTHR23266
SALL2,PTHR23233:SF15,PTHR23233
TBC1D26,PTHR22957:SF598,PTHR22957
PKNOX2,PTHR11850:SF53,PTHR11850
BLZF1,PTHR13066:SF2,PTHR13066
RETREG3,PTHR28659:SF1,PTHR28659
ELOVL5,PTHR11157:SF18,PTHR11157
TACR1,PTHR46925:SF4,PTHR46925
GUSB,PTHR10066:SF67,PTHR10066
EIF3M,PTHR15350:SF2,PTHR15350
CX3CR1,PTHR10489:SF946,PTHR10489
SLC10A5,PTHR10361:SF29,PTHR10361
EEF2,PTHR42908:SF35,PTHR42908
TUBG1,PTHR11588:SF62,PTHR11588
BMPER,PTHR11339:SF272,PTHR11339
GABPB1,PTHR24193:SF76,PTHR24193
MAPK1IP1L,PTHR35973:SF1,PTHR35973
KITLG,PTHR11574:SF0,PTHR11574
FYB2,PTHR16830:SF1,PTHR16830
ADAMTS17,PTHR13723:SF151,PTHR13723
AURKAIP1,PTHR32035:SF3,PTHR32035
INS,PTHR11454:SF9,PTHR11454
MRPL16,PTHR12220:SF13,PTHR12220
TNFSF4,PTHR17534:SF4,PTHR17534
PTPN12,PTHR45983:SF3,PTHR45983
CD3E,PTHR10570:SF9,PTHR10570
FOXD1,PTHR11829:SF348,PTHR11829
PHF19,PTHR12628:SF6,PTHR12628
AHCTF1,PTHR21583:SF8,PTHR21583
LRRN4,PTHR24366:SF13,PTHR24366
A2M,PTHR11412:SF165,PTHR11412
ACAT1,PTHR18919:SF156,PTHR18919
CCDC153,PTHR28656:SF1,PTHR28656
RNASE6,PTHR11437:SF4,PTHR11437
NPM1,PTHR22747:SF28,PTHR22747
STAMBP,PTHR12947:SF8,PTHR12947
CMTM5,PTHR22776:SF26,PTHR22776
TOR1AIP2,PTHR18843:SF2,PTHR18843
MRRF,PTHR20982:SF10,PTHR20982
SLC44A2,PTHR12385:SF34,PTHR12385
LCNL1,PTHR11430:SF77,PTHR11430
CHRM5,PTHR24247:SF209,PTHR24247
TRBV20OR9-2,PTHR23268:SF11,PTHR23268
AMY1B,PTHR43447:SF50,PTHR43447
ATP5MJ,PTHR15233:SF1,PTHR15233
CCDC87,PTHR16078:SF1,PTHR16078
OR2T10,PTHR26453:SF633,PTHR26453
AMD1,PTHR11570:SF0,PTHR11570
NALCN,PTHR46141:SF1,PTHR46141
TYW1B,PTHR13930:SF0,PTHR13930
CENPF,PTHR18874:SF10,PTHR18874
ADAMTS20,PTHR13723:SF165,PTHR13723
CNOT2,PTHR23326:SF3,PTHR23326
PHLPP1,PTHR45752:SF58,PTHR45752
CCDC169,PTHR28671:SF3,PTHR28671
HFM1,PTHR47961:SF7,PTHR47961
PRKD3,PTHR22968:SF26,PTHR22968
NMNAT2,PTHR12039:SF18,PTHR12039
PRDM12,PTHR16515:SF20,PTHR16515
PCDH1,PTHR24028:SF247,PTHR24028
PDCD10,PTHR13250:SF1,PTHR13250
IL1RAPL1,PTHR11890:SF22,PTHR11890
OLFML1,PTHR23192:SF13,PTHR23192
RTP1,PTHR14402:SF19,PTHR14402
CLTA,PTHR10639:SF1,PTHR10639
SHTN1,PTHR46606:SF3,PTHR46606
AGK,PTHR12358:SF86,PTHR12358
SART3,PTHR15481:SF5,PTHR15481
GPBAR1,PTHR24246:SF31,PTHR24246
DEFB124,PTHR47897:SF1,PTHR47897
DLX3,PTHR24327:SF28,PTHR24327
ZMYM3,PTHR45736:SF3,PTHR45736
TEKT3,PTHR19960:SF24,PTHR19960
ZFP64,PTHR24403:SF43,PTHR24403
ZCWPW1,PTHR15999:SF2,PTHR15999
NDUFAB1,PTHR20863:SF28,PTHR20863
PSME1,PTHR10660:SF5,PTHR10660
CPQ,PTHR12053:SF3,PTHR12053
EPS8L1,PTHR12287:SF19,PTHR12287
STEEP1,PTHR46355:SF1,PTHR46355
SAPCD1,PTHR14907:SF4,PTHR14907
DSC2,PTHR24025:SF0,PTHR24025
CIB4,PTHR45791:SF4,PTHR45791
POLR2C,PTHR11800:SF2,PTHR11800
PPP2CB,PTHR45619:SF44,PTHR45619
PLEKHG4B,PTHR22826:SF117,PTHR22826
FAM243A,PTHR35969:SF1,PTHR35969
STEAP2,PTHR14239:SF6,PTHR14239
BOLL,PTHR11176:SF10,PTHR11176
EPHA5,PTHR46877:SF13,PTHR46877
ERF,PTHR11849:SF31,PTHR11849
VPS33A,PTHR11679:SF85,PTHR11679
PRSS21,PTHR24256:SF173,PTHR24256
INF2,PTHR45691:SF1,PTHR45691
ACR,PTHR24252:SF8,PTHR24252
ARL15,PTHR46693:SF1,PTHR46693
CDK4,PTHR24056:SF129,PTHR24056
SLC7A14,PTHR43243:SF17,PTHR43243
GUK1,PTHR23117:SF13,PTHR23117
PDZD3,PTHR14191:SF20,PTHR14191
HLA-DRB1,PTHR19944:SF99,PTHR19944
ENTR1,PTHR31259:SF6,PTHR31259
OR52N4,PTHR26450:SF194,PTHR26450
TMEM37,PTHR31767:SF0,PTHR31767
ZNF106,PTHR14435:SF2,PTHR14435
CALU,PTHR10827:SF76,PTHR10827
KATNAL2,PTHR23074:SF78,PTHR23074
OCC1,PTHR38502:SF1,PTHR38502
ACAN,PTHR22804:SF42,PTHR22804
ANKRD52,PTHR24123:SF70,PTHR24123
CHADL,PTHR24373:SF284,PTHR24373
GORASP1,PTHR12893:SF2,PTHR12893
FSD2,PTHR24099:SF6,PTHR24099
PCSK4,PTHR42884:SF16,PTHR42884
DNAJC12,PTHR44500:SF1,PTHR44500
FAM76A,PTHR46176:SF2,PTHR46176
PGAM4,PTHR11931:SF14,PTHR11931
GPAT2,PTHR12563:SF15,PTHR12563
TRPA1,PTHR24123:SF124,PTHR24123
PLRG1,PTHR19923:SF0,PTHR19923
PSMD2,PTHR10943:SF11,PTHR10943
OLA1,PTHR23305:SF11,PTHR23305
RAG1,PTHR11539:SF0,PTHR11539
FARSA,PTHR11538:SF40,PTHR11538
PLA2G2E,PTHR11716:SF56,PTHR11716
YTHDF2,PTHR12357:SF8,PTHR12357
IGKV1D-42,PTHR23267:SF388,PTHR23267
CRLF1,PTHR23036:SF16,PTHR23036
GAGE12G,PTHR14047:SF30,PTHR14047
GADD45GIP1,PTHR31761:SF1,PTHR31761
HHIPL1,PTHR19328:SF32,PTHR19328
USP6,PTHR21646:SF96,PTHR21646
MED12L,PTHR46007:SF3,PTHR46007
TXNL4A,PTHR12052:SF5,PTHR12052
PNMA8B,PTHR23095:SF45,PTHR23095
MAGIX,PTHR47646:SF1,PTHR47646
PTPN1,PTHR46047:SF2,PTHR46047
