"","pair","N","Y","gene1","gene2","Ours","HCT116.gi","GM12878.gi","Dede","A549.gi","HT29.gi","OVCAR8.gi","Phoebe","PC9.gi","HeLa.gi","Nicola","A375.gi","Mewo.gi","RPE1.gi","report","sum","cells","half","robust"
"657","CPSF7.CPSF6",3,0,"CPSF7","CPSF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"658","CREG2.CREG1",3,0,"CREG2","CREG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"659","CSNK1G2.CSNK1G1",3,0,"CSNK1G2","CSNK1G1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"660","CTBP2.CTBP1",3,0,"CTBP2","CTBP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","Reported",3,"2-3 cell lines","",""
"661","CTCFL.CTCF",3,0,"CTCFL","CTCF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"662","CTD-2501B8.1.ACE",3,0,"CTD-2501B8.1","ACE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"663","CTDSP2.CTDSP1",3,0,"CTDSP2","CTDSP1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"664","CUL9.CUL7",3,0,"CUL9","CUL7",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"665","CYB5B.CYB5A",3,0,"CYB5B","CYB5A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","Reported",3,"2-3 cell lines","",""
"666","CYB5R3.CYB5R1",3,0,"CYB5R3","CYB5R1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"667","CYTH2.CYTH1",3,0,"CYTH2","CYTH1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"668","CYTH3.CYTH2",3,0,"CYTH3","CYTH2",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"669","DAB2.DAB1",3,0,"DAB2","DAB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"670","DACH2.DACH1",3,0,"DACH2","DACH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"671","DCST2.DCST1",3,0,"DCST2","DCST1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"672","DCUN1D2.DCUN1D1",3,0,"DCUN1D2","DCUN1D1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"673","DCUN1D5.DCUN1D4",3,0,"DCUN1D5","DCUN1D4",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"674","DDX47.DDX28",3,0,"DDX47","DDX28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","Reported",3,"2-3 cell lines","",""
"675","DGUOK.DCK",3,0,"DGUOK","DCK",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"676","DISP2.DISP1",3,0,"DISP2","DISP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"677","DMRTB1.DMRTA2",3,0,"DMRTB1","DMRTA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"678","DNMT3B.DNMT3A",3,0,"DNMT3B","DNMT3A",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"679","DPF2.DPF1",3,0,"DPF2","DPF1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"Reported",3,"2-3 cell lines","",""
"680","DUOXA2.DUOXA1",3,0,"DUOXA2","DUOXA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"681","DUS3L.CTB-54O9.9",3,0,"DUS3L","CTB-54O9.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"682","E2F8.E2F7",3,0,"E2F8","E2F7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"683","EFTUD2.EEF2",3,0,"EFTUD2","EEF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"684","EHBP1L1.EHBP1",3,0,"EHBP1L1","EHBP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"685","EHD4.EHD1",3,0,"EHD4","EHD1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"686","EHMT2.EHMT1",3,0,"EHMT2","EHMT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"687","EN2.EN1",3,0,"EN2","EN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"688","ENO2.ENO1",3,0,"ENO2","ENO1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","Reported",3,"2-3 cell lines","",""
"689","EPN2.EPN1",3,0,"EPN2","EPN1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"690","EPS15L1.EPS15",3,0,"EPS15L1","EPS15",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"691","ERCC5.BIVM-ERCC5",3,0,"ERCC5","BIVM-ERCC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"692","ESPNL.ESPN",3,0,"ESPNL","ESPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"693","ETV7.ETV6",3,0,"ETV7","ETV6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"694","EVX2.EVX1",3,0,"EVX2","EVX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"695","EXOSC6.EXOSC4",3,0,"EXOSC6","EXOSC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"696","FAM135B.FAM135A",3,0,"FAM135B","FAM135A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"697","FAM151B.FAM151A",3,0,"FAM151B","FAM151A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"698","FAM213B.FAM213A",3,0,"FAM213B","FAM213A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"699","FAM96B.FAM96A",3,0,"FAM96B","FAM96A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"700","FAT4.FAT1",3,0,"FAT4","FAT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"701","FGF2.FGF1",3,0,"FGF2","FGF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"702","FITM2.FITM1",3,0,"FITM2","FITM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"703","FMN2.FMN1",3,0,"FMN2","FMN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"704","FOXK2.FOXK1",3,0,"FOXK2","FOXK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"705","FOXN4.FOXN1",3,0,"FOXN4","FOXN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"706","FRMD6.FRMD1",3,0,"FRMD6","FRMD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"707","FSTL3.FST",3,0,"FSTL3","FST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"708","FUT11.FUT10",3,0,"FUT11","FUT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"709","FXR2.FXR1",3,0,"FXR2","FXR1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"710","GABARAPL2.GABARAP",3,0,"GABARAPL2","GABARAP",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"711","GANC.GANAB",3,0,"GANC","GANAB",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"712","GAS2L2.GAS2L1",3,0,"GAS2L2","GAS2L1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"713","GDF10.BMP3",3,0,"GDF10","BMP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"714","GDF9.BMP15",3,0,"GDF9","BMP15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"715","GGA2.GGA1",3,0,"GGA2","GGA1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"716","GGA3.GGA1",3,0,"GGA3","GGA1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"717","GIGYF2.GIGYF1",3,0,"GIGYF2","GIGYF1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"718","GLCCI1.FAM117B",3,0,"GLCCI1","FAM117B",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"719","GMPPB.GMPPA",3,0,"GMPPB","GMPPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"720","GNAS.GNAL",3,0,"GNAS","GNAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"721","GNG5.GNG10",3,0,"GNG5","GNG10",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"Reported",3,"2-3 cell lines","",""
"722","GNL3L.GNL3",3,0,"GNL3L","GNL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"723","GOT2.GOT1",3,0,"GOT2","GOT1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"724","GPT2.GPT",3,0,"GPT2","GPT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"725","GRASP.CYTIP",3,0,"GRASP","CYTIP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"726","GRK6.GRK4",3,0,"GRK6","GRK4",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"727","GRPEL2.GRPEL1",3,0,"GRPEL2","GRPEL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"728","GTF2H2C.GTF2H2",3,0,"GTF2H2C","GTF2H2",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"729","H6PD.G6PD",3,0,"H6PD","G6PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"730","HADHB.ACAA1",3,0,"HADHB","ACAA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"731","HCFC2.HCFC1",3,0,"HCFC2","HCFC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"732","HDAC5.HDAC4",3,0,"HDAC5","HDAC4",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"Reported",3,"2-3 cell lines","",""
"733","HDAC6.HDAC10",3,0,"HDAC6","HDAC10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"734","HERC4.HERC3",3,0,"HERC4","HERC3",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"735","HHATL.HHAT",3,0,"HHATL","HHAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"736","HIC2.HIC1",3,0,"HIC2","HIC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"737","HINT2.HINT1",3,0,"HINT2","HINT1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"738","HIST2H2BF.HIST2H2BE",3,0,"HIST2H2BF","HIST2H2BE",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"739","HIST4H4.HIST1H4H",3,0,"HIST4H4","HIST1H4H",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"740","HLX.DBX1",3,0,"HLX","DBX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"741","HMOX2.HMOX1",3,0,"HMOX2","HMOX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"742","HNRNPH3.HNRNPF",3,0,"HNRNPH3","HNRNPF",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"743","HUS1B.HUS1",3,0,"HUS1B","HUS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"744","ILVBL.HACL1",3,0,"ILVBL","HACL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"745","INF2.DIAPH1",3,0,"INF2","DIAPH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"746","ING5.ING4",3,0,"ING5","ING4",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"747","INTS6.DDX26B",3,0,"INTS6","DDX26B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"748","INVS.ANKRD55",3,0,"INVS","ANKRD55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"749","IP6K2.IP6K1",3,0,"IP6K2","IP6K1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"750","IRF2BPL.IRF2BP1",3,0,"IRF2BPL","IRF2BP1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"751","ISY1-RAB43.ISY1",3,0,"ISY1-RAB43","ISY1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"752","ITGB1BP2.CHORDC1",3,0,"ITGB1BP2","CHORDC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"753","JOSD2.JOSD1",3,0,"JOSD2","JOSD1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"754","KANSL1L.KANSL1",3,0,"KANSL1L","KANSL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"755","KANSL2.INO80D",3,0,"KANSL2","INO80D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"756","KCNU1.KCNMA1",3,0,"KCNU1","KCNMA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"757","KCP.BMPER",3,0,"KCP","BMPER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"758","KCTD2.KCTD17",3,0,"KCTD2","KCTD17",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"759","KIDINS220.ANKS6",3,0,"KIDINS220","ANKS6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"760","KIF15.KIF13B",3,0,"KIF15","KIF13B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"761","KIF3B.KIF3A",3,0,"KIF3B","KIF3A",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"762","KIF9.KIF6",3,0,"KIF9","KIF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"763","KIFC3.KIFC2",3,0,"KIFC3","KIFC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"764","KLC4.KLC1",3,0,"KLC4","KLC1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"765","KLHDC3.KLHDC10",3,0,"KLHDC3","KLHDC10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"766","KLHL20.KLHL17",3,0,"KLHL20","KLHL17",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"767","KSR2.KSR1",3,0,"KSR2","KSR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"768","KYAT3.KYAT1",3,0,"KYAT3","KYAT1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"769","LARP4B.LARP4",3,0,"LARP4B","LARP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"770","LCMT2.LCMT1",3,0,"LCMT2","LCMT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"771","LEMD3.LEMD2",3,0,"LEMD3","LEMD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"772","LETM2.LETM1",3,0,"LETM2","LETM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"773","LMAN1L.LMAN1",3,0,"LMAN1L","LMAN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"774","LONP2.LONP1",3,0,"LONP2","LONP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"775","LPIN2.LPIN1",3,0,"LPIN2","LPIN1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"776","LRRC58.LRR1",3,0,"LRRC58","LRR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"777","LSG1.GNL1",3,0,"LSG1","GNL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"778","LTK.ALK",3,0,"LTK","ALK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"779","MAFK.MAFG",3,0,"MAFK","MAFG",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"780","MAP1B.MAP1A",3,0,"MAP1B","MAP1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"781","MAP3K11.MAP3K10",3,0,"MAP3K11","MAP3K10",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"782","MAP3K9.MAP3K10",3,0,"MAP3K9","MAP3K10",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"783","MAPK12.MAPK11",3,0,"MAPK12","MAPK11",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"784","MAPK8IP2.MAPK8IP1",3,0,"MAPK8IP2","MAPK8IP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"785","MAPT.MAP2",3,0,"MAPT","MAP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"786","MARK4.MARK3",3,0,"MARK4","MARK3",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"787","MBD3.MBD2",3,0,"MBD3","MBD2",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"Reported",3,"2-3 cell lines","",""
"788","MCL1.BCL2L1",3,0,"MCL1","BCL2L1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"789","MCM8.MCM4",3,0,"MCM8","MCM4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"790","MCM9.MCM2",3,0,"MCM9","MCM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"791","MCTP2.MCTP1",3,0,"MCTP2","MCTP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"792","ME3.ME2",3,0,"ME3","ME2",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"793","MED26.CTD-3222D19.2",3,0,"MED26","CTD-3222D19.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"794","MEOX2.MEOX1",3,0,"MEOX2","MEOX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"795","MEX3C.MEX3B",3,0,"MEX3C","MEX3B",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"796","MEX3D.MEX3B",3,0,"MEX3D","MEX3B",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"797","MFAP3L.MFAP3",3,0,"MFAP3L","MFAP3",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"798","MFSD14B.MFSD14A",3,0,"MFSD14B","MFSD14A",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"799","MIB2.MIB1",3,0,"MIB2","MIB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","Reported",3,"2-3 cell lines","",""
"800","MICU3.MICU1",3,0,"MICU3","MICU1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"801","MLF2.MLF1",3,0,"MLF2","MLF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"802","MLLT6.MLLT10",3,0,"MLLT6","MLLT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"803","MOB3A.MOB1B",3,0,"MOB3A","MOB1B",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"804","MOB4.HSPE1-MOB4",3,0,"MOB4","HSPE1-MOB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"805","MON1B.MON1A",3,0,"MON1B","MON1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"806","MOV10L1.MOV10",3,0,"MOV10L1","MOV10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"807","MTL5.LIN54",3,0,"MTL5","LIN54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"808","MYL12B.MYL12A",3,0,"MYL12B","MYL12A",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"809","NAB2.NAB1",3,0,"NAB2","NAB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"810","NACC2.NACC1",3,0,"NACC2","NACC1",NA,NA,NA,"others","N","N","N",NA,NA,NA,NA,NA,NA,NA,"novel",3,"2-3 cell lines","",""
"811","NARFL.NARF",3,0,"NARFL","NARF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
"812","NCAM2.NCAM1",3,0,"NCAM2","NCAM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"others","N","N","N","novel",3,"2-3 cell lines","",""
