A1CF	ENSGALG00000003765
FXYD6	ENSGALG00000025937
FYB1	ENSGALG00000003792
FYB2	ENSGALG00000044889
FYN	ENSGALG00000015022
FYTTD1	ENSGALG00000007581
FZD10	ENSGALG00000042003
FZD1	ENSGALG00000009064
FZD4	ENSGALG00000017242
FZD6	ENSGALG00000030626
FZD9	ENSGALG00000041927
FZR1	ENSGALG00000002085
G0S2	ENSGALG00000023933
G2E3	ENSGALG00000009907
G3BP1	ENSGALG00000004160
G3BP2	ENSGALG00000010882
G6PC1	ENSGALG00000030034
G6PC2	ENSGALG00000010899
GAB1	ENSGALG00000009898
GAB2	ENSGALG00000054619
GAB3	ENSGALG00000008408
GABARAPL1	ENSGALG00000014723
GABARAPL2	ENSGALG00000003208
GABBR2	ENSGALG00000013200
GABPA	ENSGALG00000015763
GABPB1	ENSGALG00000023440
GABPB2	ENSGALG00000026734
GABRA1	ENSGALG00000001698
GABRA2	ENSGALG00000014206
GABRA3	ENSGALG00000007269
GABRA4	ENSGALG00000014202
GABRA5	ENSGALG00000016744
GABRA6	ENSGALG00000001695
GABRB2	ENSGALG00000001690
GABRB3	ENSGALG00000029392
GABRD	ENSGALG00000001282
GABRE	ENSGALG00000020292
GABRG1	ENSGALG00000020143
GABRG2	ENSGALG00000038042
GABRG3	ENSGALG00000041042
GABRP	ENSGALG00000002152
GABRR1	ENSGALG00000015778
GABRR2	ENSGALG00000015776
GABRR3	ENSGALG00000014414
GAD2	ENSGALG00000040436
GADD45A	ENSGALG00000025977
GADD45B	ENSGALG00000029968
GADD45G	ENSGALG00000028005
GADL1	ENSGALG00000011447
GAK	ENSGALG00000015352
GAL3ST1	ENSGALG00000007781
GAL3ST2	ENSGALG00000006354
GALC	ENSGALG00000010593
GALE	ENSGALG00000004047
GAL	ENSGALG00000007047
GALK1	ENSGALG00000002311
GALK2	ENSGALG00000036201
GALM	ENSGALG00000013828
GALNS	ENSGALG00000006282
GALNT10	ENSGALG00000004033
GALNT11	ENSGALG00000006233
GALNT12	ENSGALG00000013197
GALNT13	ENSGALG00000012536
GALNT14	ENSGALG00000009078
GALNT15	ENSGALG00000011235
GALNT16	ENSGALG00000009452
GALNT17	ENSGALG00000001130
GALNT18	ENSGALG00000005584
GALNT1	ENSGALG00000013135
GALNT2	ENSGALG00000011106
GALNT3	ENSGALG00000010960
GALNT5	ENSGALG00000012544
GALNT6	ENSGALG00000041101
GALNT7	ENSGALG00000010744
GALNT9	ENSGALG00000002242
GALR1	ENSGALG00000026011
GALR2	ENSGALG00000002088
GALR3	ENSGALG00000012307
GALT	ENSGALG00000026195
GAMT	ENSGALG00000040182
GANC	ENSGALG00000009036
GAN	ENSGALG00000013437
GAP43	ENSGALG00000015089
GAPDH	ENSGALG00000014442
GAPVD1	ENSGALG00000000993
GAR1	ENSGALG00000020164
GAREM1	ENSGALG00000015181
GARNL3	ENSGALG00000000847
GARRE1	ENSGALG00000004949
GARS1	ENSGALG00000005694
GART	ENSGALG00000037076
GAS1	ENSGALG00000017658
GAS2	ENSGALG00000003655
GAS2L1	ENSGALG00000036731
GAS2L3	ENSGALG00000028373
GAS6	ENSGALG00000016820
GAS7	ENSGALG00000032452
GAS8	ENSGALG00000000540
GATA2	ENSGALG00000005909
GATA3	ENSGALG00000029270
GATA4	ENSGALG00000016662
GATA5	ENSGALG00000005352
GATA6	ENSGALG00000014976
GATAD1	ENSGALG00000009399
GATAD2A	ENSGALG00000042900
GATAD2B	ENSGALG00000051276
GATB	ENSGALG00000010097
GATC	ENSGALG00000007195
GATM	ENSGALG00000023435
GBA2	ENSGALG00000002412
GBE1	ENSGALG00000042771
GBF1	ENSGALG00000005637
GBGT1	ENSGALG00000003340
GBX1	ENSGALG00000042241
GBX2	ENSGALG00000013342
GCAT	ENSGALG00000012312
GCC1	ENSGALG00000033149
GCC2	ENSGALG00000016806
GCDH	ENSGALG00000034917
GC	ENSGALG00000011612
GCG	ENSGALG00000011104
GCGR	ENSGALG00000011219
GCH1	ENSGALG00000012200
GCHFR	ENSGALG00000032239
GCK	ENSGALG00000031359
GCLC	ENSGALG00000016313
GCLM	ENSGALG00000005782
GCM1	ENSGALG00000016316
GCM2	ENSGALG00000012768
GCN1	ENSGALG00000007276
GCNT1	ENSGALG00000015166
GCNT2	ENSGALG00000048035
GCNT4	ENSGALG00000014944
GCNT7	ENSGALG00000007717
GCSH	ENSGALG00000032679
GDA	ENSGALG00000015141
GDAP1	ENSGALG00000042798
GDAP1L1	ENSGALG00000004309
GDAP2	ENSGALG00000014794
GDE1	ENSGALG00000006916
GDF10	ENSGALG00000005985
GDF2	ENSGALG00000005981
GDF3	ENSGALG00000003161
GDF5	ENSGALG00000038355
GDF6	ENSGALG00000035901
GDF9	ENSGALG00000028407
GDI2	ENSGALG00000008169
GDNF	ENSGALG00000003716
GDPD1	ENSGALG00000005103
GDPD2	ENSGALG00000005842
GDPD4	ENSGALG00000000690
GDPD5	ENSGALG00000034967
GEM	ENSGALG00000032506
GEMIN2	ENSGALG00000010154
GEMIN4	ENSGALG00000004817
GEMIN5	ENSGALG00000003937
GEMIN6	ENSGALG00000013821
GEMIN8	ENSGALG00000016574
GEN1	ENSGALG00000016468
GET1	ENSGALG00000016070
GET4	ENSGALG00000003798
GFAP	ENSGALG00000000909
GFER	ENSGALG00000005579
GFI1B	ENSGALG00000003478
GFM1	ENSGALG00000009634
GFM2	ENSGALG00000014939
GFOD1	ENSGALG00000012730
GFOD2	ENSGALG00000001201
GFPT1	ENSGALG00000036391
GFPT2	ENSGALG00000039705
GFRA1	ENSGALG00000009173
GFRA2	ENSGALG00000032856
GFRA3	ENSGALG00000007620
GFRAL	ENSGALG00000016296
GFUS	ENSGALG00000031525
GGA1	ENSGALG00000039658
GGA2	ENSGALG00000006140
GGA3	ENSGALG00000007992
GGACT	ENSGALG00000022758
GGNBP2	ENSGALG00000005397
GGPS1	ENSGALG00000042853
GGT5	ENSGALG00000040504
GGT7	ENSGALG00000001062
GHDC	ENSGALG00000003333
GHITM	ENSGALG00000021262
GHR	ENSGALG00000014855
GHRH	ENSGALG00000003842
GHRHR	ENSGALG00000005212
GHRL	ENSGALG00000008411
GHSR	ENSGALG00000027947
GID4	ENSGALG00000004929
GID8	ENSGALG00000005700
GIMD1	ENSGALG00000010550
GIN1	ENSGALG00000015257
GINM1	ENSGALG00000012370
GINS1	ENSGALG00000008538
GINS3	ENSGALG00000031209
GIPC2	ENSGALG00000008902
GIP	ENSGALG00000001299
GIT1	ENSGALG00000023703
GIT2	ENSGALG00000040844
GJA10	ENSGALG00000015606
GJA1	ENSGALG00000014873
GJA3	ENSGALG00000017137
GJA4	ENSGALG00000002532
GJA5	ENSGALG00000039452
GJA8	ENSGALG00000015488
GJA9	ENSGALG00000028175
GJB1	ENSGALG00000005541
GJB5	ENSGALG00000054289
GJC1	ENSGALG00000000997
GJC2	ENSGALG00000005331
GJD2	ENSGALG00000009845
GJD4	ENSGALG00000007065
GK5	ENSGALG00000002729
GKAP1	ENSGALG00000012586
GKN2	ENSGALG00000039187
GLA	ENSGALG00000004948
GLB1	ENSGALG00000040028
GLB1L	ENSGALG00000011328
GLCCI1	ENSGALG00000035239
GLCE	ENSGALG00000028191
GLDC	ENSGALG00000015053
GLDN	ENSGALG00000013293
GLE1	ENSGALG00000004738
GLI2	ENSGALG00000011630
GLIPR1	ENSGALG00000010224
GLIPR2	ENSGALG00000028821
GLIS1	ENSGALG00000010721
GLIS3	ENSGALG00000010180
GLMN	ENSGALG00000005959
GLO1	ENSGALG00000010127
GLOD5	ENSGALG00000025991
GLP1R	ENSGALG00000010078
GLP2R	ENSGALG00000041800
GLRA1	ENSGALG00000004134
GLRA2	ENSGALG00000016571
GLRA3	ENSGALG00000010781
GLRA4	ENSGALG00000004936
GLRB	ENSGALG00000009395
GLRX2	ENSGALG00000034850
GLRX3	ENSGALG00000010464
GLRX5	ENSGALG00000011079
GLRX	ENSGALG00000027483
GLS	ENSGALG00000030419
GLT1D1	ENSGALG00000002679
GLT8D1	ENSGALG00000001642
GLT8D2	ENSGALG00000034078
GLTP	ENSGALG00000037998
GLUD2	ENSGALG00000034735
GLUL	ENSGALG00000043754
GLYR1	ENSGALG00000038338
GM2A	ENSGALG00000027534
GMCL1	ENSGALG00000031789
GMEB1	ENSGALG00000038488
GMEB2	ENSGALG00000039685
GMFB	ENSGALG00000012208
GMIP	ENSGALG00000029354
GMNC	ENSGALG00000026907
GMNN	ENSGALG00000013626
GMPPA	ENSGALG00000002417
GMPPB	ENSGALG00000002500
GMPR	ENSGALG00000012705
GMPS	ENSGALG00000010284
GNA11	ENSGALG00000003238
GNA13	ENSGALG00000036028
GNA14	ENSGALG00000015176
GNAI1	ENSGALG00000008382
GNAI2	ENSGALG00000035645
GNAI3	ENSGALG00000041700
GNAL	ENSGALG00000013785
GNAO1	ENSGALG00000003163
GNAQ	ENSGALG00000015177
GNAT2	ENSGALG00000038084
GNAT3	ENSGALG00000008427
GNAZ	ENSGALG00000006719
GNB1	ENSGALG00000001334
GNB1L	ENSGALG00000001925
GNB4	ENSGALG00000008983
GNB5	ENSGALG00000039307
GNE	ENSGALG00000015331
GNG10	ENSGALG00000015683
GNG12	ENSGALG00000026591
GNG13	ENSGALG00000005293
GNG2	ENSGALG00000027629
GNG4	ENSGALG00000010986
GNG5	ENSGALG00000027561
GNL2	ENSGALG00000001973
GNL3	ENSGALG00000001613
GNPAT	ENSGALG00000011163
GNPDA1	ENSGALG00000040594
GNPDA2	ENSGALG00000014210
GNPNAT1	ENSGALG00000012414
GNPTAB	ENSGALG00000012763
GNPTG	ENSGALG00000006441
GNRH1	ENSGALG00000000277
GNS	ENSGALG00000009856
GOLGA1	ENSGALG00000001025
GOLGA2	ENSGALG00000004881
GOLGA3	ENSGALG00000002158
GOLGA4	ENSGALG00000041114
GOLGA5	ENSGALG00000010813
GOLGA7	ENSGALG00000003483
GOLIM4	ENSGALG00000045246
GOLM1	ENSGALG00000012601
GOLM2	ENSGALG00000008208
GOLPH3	ENSGALG00000028267
GOLPH3L	ENSGALG00000014640
GOLT1B	ENSGALG00000033855
GON4L	ENSGALG00000014643
GOPC	ENSGALG00000014902
GORAB	ENSGALG00000003329
GORASP1	ENSGALG00000006033
GORASP2	ENSGALG00000009583
GOSR1	ENSGALG00000004326
GOSR2	ENSGALG00000001107
GOT1	ENSGALG00000007484
GOT2	ENSGALG00000002321
GP1BB	ENSGALG00000021529
GPA33	ENSGALG00000044138
GPAM	ENSGALG00000008795
GPAT2	ENSGALG00000040899
GPAT3	ENSGALG00000011221
GPAT4	ENSGALG00000003518
GPATCH11	ENSGALG00000010561
GPATCH1	ENSGALG00000004839
GPATCH2	ENSGALG00000009627
GPATCH2L	ENSGALG00000010350
GPATCH3	ENSGALG00000000881
GPATCH8	ENSGALG00000041556
GPBP1	ENSGALG00000014724
GPBP1L1	ENSGALG00000010276
GPC1	ENSGALG00000040316
GPC3	ENSGALG00000006087
GPC4	ENSGALG00000006080
GPC5	ENSGALG00000016902
GPC6	ENSGALG00000016900
GPCPD1	ENSGALG00000009130
GPD1L	ENSGALG00000011481
GPD2	ENSGALG00000012543
GPER1	ENSGALG00000004064
GPHB5	ENSGALG00000028839
GPHN	ENSGALG00000009587
GPI	ENSGALG00000004956
GPM6A	ENSGALG00000043480
GPM6B	ENSGALG00000016575
GPN1	ENSGALG00000016505
GPN2	ENSGALG00000027909
GPN3	ENSGALG00000003807
GPNMB	ENSGALG00000010949
GPR107	ENSGALG00000004052
GPR119	ENSGALG00000004069
GPR12	ENSGALG00000017102
GPR132	ENSGALG00000027407
GPR137B	ENSGALG00000010843
GPR137C	ENSGALG00000012401
GPR139	ENSGALG00000027146
GPR141	ENSGALG00000032363
GPR143	ENSGALG00000016615
GPR146	ENSGALG00000004058
GPR149	ENSGALG00000010337
GPR153	ENSGALG00000032060
GPR155	ENSGALG00000014209
GPR156	ENSGALG00000014973
GPR157	ENSGALG00000002473
GPR158	ENSGALG00000007667
GPR15	ENSGALG00000015133
GPR160	ENSGALG00000039989
GPR161	ENSGALG00000015247
GPR162	ENSGALG00000022926
GPR174	ENSGALG00000004111
GPR176	ENSGALG00000009619
GPR17	ENSGALG00000002007
GPR180	ENSGALG00000016897
GPR183	ENSGALG00000016881
GPR18	ENSGALG00000022750
GPR1	ENSGALG00000008589
GPR20	ENSGALG00000041730
GPR21	ENSGALG00000046223
GPR22	ENSGALG00000008032
GPR26	ENSGALG00000009684
GPR34	ENSGALG00000016227
GPR35	ENSGALG00000037223
GPR37	ENSGALG00000040954
GPR37L1	ENSGALG00000000607
GPR39	ENSGALG00000012171
GPR55	ENSGALG00000005544
GPR61	ENSGALG00000040168
GPR63	ENSGALG00000015570
GPR65	ENSGALG00000010595
GPR68	ENSGALG00000010707
GPR6	ENSGALG00000015068
GPR75	ENSGALG00000008165
GPR78	ENSGALG00000015595
GPR82	ENSGALG00000044763
GPR83	ENSGALG00000017212
GPR85	ENSGALG00000009439
GPR87	ENSGALG00000010377
GPRC5A	ENSGALG00000011796
GPRC5B	ENSGALG00000002028
GPRC5C	ENSGALG00000021362
GPRC6A	ENSGALG00000014925
GPRIN2	ENSGALG00000002048
GPRIN3	ENSGALG00000025851
GPS1	ENSGALG00000002827
GPSM1	ENSGALG00000001797
GPSM2	ENSGALG00000002090
GPT2	ENSGALG00000033338
GPX1	ENSGALG00000028204
GPX3	ENSGALG00000004521
GPX7	ENSGALG00000010633
GPX8	ENSGALG00000026704
GRAMD1B	ENSGALG00000006494
GRAMD1C	ENSGALG00000035629
GRAMD2A	ENSGALG00000002000
GRAMD2B	ENSGALG00000008237
GRAMD4	ENSGALG00000034274
GRAP2	ENSGALG00000012056
GRAP	ENSGALG00000005094
GRB10	ENSGALG00000013100
GRB14	ENSGALG00000020703
GRB2	ENSGALG00000008016
GREB1	ENSGALG00000016455
GREB1L	ENSGALG00000014935
GREM1	ENSGALG00000009724
GREM2	ENSGALG00000055021
GRHL3	ENSGALG00000004249
GRHPR	ENSGALG00000005423
GRIA1	ENSGALG00000004083
GRIA2	ENSGALG00000009405
GRIA3	ENSGALG00000034109
GRIA4	ENSGALG00000038995
GRID1	ENSGALG00000037366
GRID2	ENSGALG00000010397
GRIFIN	ENSGALG00000004279
GRIK1	ENSGALG00000015835
GRIK2	ENSGALG00000015434
GRIK3	ENSGALG00000002098
GRIK4	ENSGALG00000006638
GRIN1	ENSGALG00000008898
GRIN2A	ENSGALG00000007278
GRIN2B	ENSGALG00000011809
GRIN2C	ENSGALG00000027415
GRIN3A	ENSGALG00000015551
GRIN3B	ENSGALG00000026241
GRIP1	ENSGALG00000009895
GRIP2	ENSGALG00000037545
GRK2	ENSGALG00000042741
GRK4	ENSGALG00000015645
GRK5	ENSGALG00000009403
GRK6	ENSGALG00000014054
GRK7	ENSGALG00000002800
GRM1	ENSGALG00000012297
GRM2	ENSGALG00000003839
GRM3	ENSGALG00000006576
GRM4	ENSGALG00000002840
GRM5	ENSGALG00000017238
GRM7	ENSGALG00000037841
GRM8	ENSGALG00000039403
GRPEL1	ENSGALG00000015549
GRPR	ENSGALG00000027960
GRTP1	ENSGALG00000016828
GRXCR1	ENSGALG00000023032
GSAP	ENSGALG00000008312
GSC	ENSGALG00000010974
GSDMA	ENSGALG00000013495
GSDME	ENSGALG00000010997
GSG1	ENSGALG00000011802
GSK3B	ENSGALG00000014977
GSKIP	ENSGALG00000011088
GSN	ENSGALG00000001446
GSR	ENSGALG00000037781
GSS	ENSGALG00000003281
GSTA2	ENSGALG00000028551
GSTCD	ENSGALG00000010573
GSTK1	ENSGALG00000014708
GSTM4	ENSGALG00000032922
GSTO1	ENSGALG00000008409
GSTZ1	ENSGALG00000010432
GSX1	ENSGALG00000029779
GTDC1	ENSGALG00000012424
GTF2A1	ENSGALG00000010576
GTF2A2	ENSGALG00000003793
GTF2B	ENSGALG00000006205
GTF2E1	ENSGALG00000042320
GTF2E2	ENSGALG00000010283
GTF2F2	ENSGALG00000016974
GTF2H1	ENSGALG00000042340
GTF2H3	ENSGALG00000023682
GTF2H5	ENSGALG00000013733
GTF2I	ENSGALG00000021665
GTF2IRD1	ENSGALG00000001263
GTF3A	ENSGALG00000017098
GTF3C1	ENSGALG00000007387
GTF3C3	ENSGALG00000007958
GTF3C4	ENSGALG00000031016
GTF3C5	ENSGALG00000003441
GTF3C6	ENSGALG00000015044
GTPBP10	ENSGALG00000009035
GTPBP1	ENSGALG00000030783
GTPBP2	ENSGALG00000010315
GTPBP3	ENSGALG00000037256
GTPBP4	ENSGALG00000006703
GTPBP6	ENSGALG00000016717
GTPBP8	ENSGALG00000015190
GTSE1	ENSGALG00000004897
GTSF1	ENSGALG00000001109
GUCA1A	ENSGALG00000001431
GUCA1B	ENSGALG00000001418
GUCA1C	ENSGALG00000015364
GUCD1	ENSGALG00000006607
GUCY1A1	ENSGALG00000035946
GUCY1A2	ENSGALG00000017173
GUCY1B1	ENSGALG00000009361
GUCY2C	ENSGALG00000011838
GUCY2F	ENSGALG00000000808
GUF1	ENSGALG00000014217
GUK1	ENSGALG00000005336
GULP1	ENSGALG00000054944
GUSB	ENSGALG00000002542
GXYLT1	ENSGALG00000009532
GXYLT2	ENSGALG00000007804
GYG1	ENSGALG00000035535
GYG2	ENSGALG00000016655
GYPC	ENSGALG00000011566
GYS2	ENSGALG00000013265
GZMA	ENSGALG00000013548
H1-10	ENSGALG00000037991
H2AC20	ENSGALG00000049859
H2AX	ENSGALG00000045705
H2AZ1	ENSGALG00000014023
H2AZ2	ENSGALG00000033447
H6PD	ENSGALG00000002492
HAAO	ENSGALG00000009926
HABP2	ENSGALG00000008905
HABP4	ENSGALG00000012628
HACD1	ENSGALG00000008659
HACD2	ENSGALG00000011704
HACD3	ENSGALG00000007481
HACD4	ENSGALG00000028142
HACE1	ENSGALG00000015415
HACL1	ENSGALG00000011211
HADHA	ENSGALG00000016536
HADHB	ENSGALG00000016555
HADH	ENSGALG00000016124
HAGH	ENSGALG00000005398
HAGHL	ENSGALG00000021040
HAL	ENSGALG00000011421
HAND1	ENSGALG00000035104
HAND2	ENSGALG00000030530
HAO1	ENSGALG00000008845
HAO2	ENSGALG00000014766
HAPLN1	ENSGALG00000015627
HAPLN2	ENSGALG00000013234
HAPLN3	ENSGALG00000021135
HAPLN4	ENSGALG00000026563
HARBI1	ENSGALG00000008354
HARS1	ENSGALG00000035080
HARS2	ENSGALG00000029346
HAS2	ENSGALG00000029596
HAS3	ENSGALG00000000630
HAT1	ENSGALG00000009525
HAUS1	ENSGALG00000040397
HAUS2	ENSGALG00000009111
HAUS3	ENSGALG00000054256
HAUS6	ENSGALG00000015091
HAUS8	ENSGALG00000003727
HBA1	ENSGALG00000043234
HBEGF	ENSGALG00000000949
HBP1	ENSGALG00000008050
HBS1L	ENSGALG00000013962
HBZ	ENSGALG00000023740
HCCS	ENSGALG00000005571
HCK	ENSGALG00000006522
HCLS1	ENSGALG00000039682
HCN1	ENSGALG00000014875
HCN2	ENSGALG00000001342
HCRT	ENSGALG00000011485
HCRTR2	ENSGALG00000016297
HDAC10	ENSGALG00000041251
HDAC11	ENSGALG00000005092
HDAC1	ENSGALG00000003297
HDAC2	ENSGALG00000014991
HDAC3	ENSGALG00000002634
HDAC4	ENSGALG00000004288
HDAC8	ENSGALG00000004825
HDAC9	ENSGALG00000010854
HDC	ENSGALG00000023436
HDDC2	ENSGALG00000014841
HDGF	ENSGALG00000032847
HDGFL2	ENSGALG00000027068
HDGFL3	ENSGALG00000049798
HDHD2	ENSGALG00000034801
HDHD5	ENSGALG00000013026
HDLBP	ENSGALG00000005823
HDX	ENSGALG00000007041
HEATR3	ENSGALG00000041613
HEATR5A	ENSGALG00000052280
HEATR5B	ENSGALG00000010571
HEATR6	ENSGALG00000005516
HEBP1	ENSGALG00000011798
HECA	ENSGALG00000013824
HECTD1	ENSGALG00000009946
HECTD2	ENSGALG00000038043
HECTD3	ENSGALG00000010217
HECW1	ENSGALG00000037193
HECW2	ENSGALG00000007944
HEG1	ENSGALG00000011813
HELB	ENSGALG00000009885
HELLS	ENSGALG00000005451
HELQ	ENSGALG00000011208
HELT	ENSGALG00000046793
HELZ2	ENSGALG00000006138
HELZ	ENSGALG00000027152
HEMK1	ENSGALG00000002253
HENMT1	ENSGALG00000001959
HEPACAM2	ENSGALG00000009482
HEPH	ENSGALG00000037410
HEPHL1	ENSGALG00000043027
HERC1	ENSGALG00000003381
HERC2	ENSGALG00000016739
HERC3	ENSGALG00000010363
HERC4	ENSGALG00000003861
HERPUD1	ENSGALG00000001220
HERPUD2	ENSGALG00000040364
HES5	ENSGALG00000001141
HESX1	ENSGALG00000005506
HEXA	ENSGALG00000043828
HEXB	ENSGALG00000014933
HEXD	ENSGALG00000039839
HEY2	ENSGALG00000034716
HGD	ENSGALG00000014966
HGFAC	ENSGALG00000015623
HGF	ENSGALG00000033974
HGS	ENSGALG00000007224
HGSNAT	ENSGALG00000010136
HHAT	ENSGALG00000009881
HHATL	ENSGALG00000005297
HHEX	ENSGALG00000030008
HHIP	ENSGALG00000009948
HHLA2	ENSGALG00000022871
HIBADH	ENSGALG00000033207
HIBCH	ENSGALG00000043307
HIC1	ENSGALG00000042077
HID1	ENSGALG00000007808
HIF1A	ENSGALG00000011870
HIF1AN	ENSGALG00000005698
HIGD1A	ENSGALG00000030775
HIKESHI	ENSGALG00000001823
HINFP	ENSGALG00000006806
HINT2	ENSGALG00000027418
HIP1	ENSGALG00000040908
HIP1R	ENSGALG00000031511
HIPK1	ENSGALG00000001939
HIPK2	ENSGALG00000012792
HIPK3	ENSGALG00000011695
HIVEP1	ENSGALG00000012739
HIVEP2	ENSGALG00000013795
HIVEP3	ENSGALG00000027365
HJURP	ENSGALG00000015363
HK1	ENSGALG00000004222
HK2	ENSGALG00000034855
HK3	ENSGALG00000027287
HKDC1	ENSGALG00000021039
HLA-DMA	ENSGALG00000000158
HLA-DMB	ENSGALG00000038393
HLCS	ENSGALG00000016047
HLF	ENSGALG00000003059
HLX	ENSGALG00000037257
HM13	ENSGALG00000006207
HMBOX1	ENSGALG00000016633
HMBS	ENSGALG00000042939
HMCES	ENSGALG00000005897
HMCN1	ENSGALG00000031129
HMG20A	ENSGALG00000041641
HMG20B	ENSGALG00000027838
HMGA2	ENSGALG00000009875
HMGB1	ENSGALG00000042875
HMGB2	ENSGALG00000010745
HMGB3	ENSGALG00000009071
HMGCL	ENSGALG00000004057
HMGCLL1	ENSGALG00000016294
HMGCR	ENSGALG00000014948
HMGCS1	ENSGALG00000014862
HMGCS2	ENSGALG00000002960
HMGN1	ENSGALG00000016067
HMGN2	ENSGALG00000032207
HMGN3	ENSGALG00000015880
HMGXB3	ENSGALG00000005770
HMMR	ENSGALG00000042009
HMOX1	ENSGALG00000012550
HMOX2	ENSGALG00000007638
HMX3	ENSGALG00000023415
HNF1A	ENSGALG00000006968
HNF1B	ENSGALG00000005504
HNF4A	ENSGALG00000004285
HNF4G	ENSGALG00000042621
HNMT	ENSGALG00000012377
HNRNPA0	ENSGALG00000006160
HNRNPA2B1	ENSGALG00000011036
HNRNPA3	ENSGALG00000009250
HNRNPAB	ENSGALG00000014381
HNRNPD	ENSGALG00000011184
HNRNPDL	ENSGALG00000023199
HNRNPH3	ENSGALG00000003947
HNRNPK	ENSGALG00000012591
HNRNPLL	ENSGALG00000008504
HNRNPM	ENSGALG00000000377
HNRNPR	ENSGALG00000000814
HNRNPU	ENSGALG00000010671
HNRNPUL1	ENSGALG00000047498
HOGA1	ENSGALG00000006134
HOMER1	ENSGALG00000014813
HOMER2	ENSGALG00000006008
HOMER3	ENSGALG00000003074
HOOK1	ENSGALG00000010889
HOOK3	ENSGALG00000015390
HOPX	ENSGALG00000011404
HORMAD2	ENSGALG00000008037
HOXA10	ENSGALG00000026631
HOXA11	ENSGALG00000040021
HOXA13	ENSGALG00000027234
HOXA1	ENSGALG00000028095
HOXA2	ENSGALG00000040521
HOXA3	ENSGALG00000027925
HOXA4	ENSGALG00000022622
HOXA5	ENSGALG00000025929
HOXA6	ENSGALG00000028908
HOXA7	ENSGALG00000026989
HOXB1	ENSGALG00000013454
HOXB2	ENSGALG00000025774
HOXB3	ENSGALG00000043219
HOXB4	ENSGALG00000000284
HOXB7	ENSGALG00000032740
HOXB8	ENSGALG00000040320
HOXB9	ENSGALG00000001276
HOXC10	ENSGALG00000029393
HOXC12	ENSGALG00000033272
HOXC13	ENSGALG00000036082
HOXC4	ENSGALG00000035539
HOXC6	ENSGALG00000039051
HOXC8	ENSGALG00000037262
HOXC9	ENSGALG00000029439
HOXD10	ENSGALG00000009270
HOXD11	ENSGALG00000039629
HOXD12	ENSGALG00000009274
HOXD3	ENSGALG00000023420
HOXD4	ENSGALG00000023419
HOXD8	ENSGALG00000037272
HOXD9	ENSGALG00000027513
HP1BP3	ENSGALG00000010079
HPCA	ENSGALG00000003573
HPCAL1	ENSGALG00000016443
HPCAL4	ENSGALG00000003829
HPD	ENSGALG00000004343
HPDL	ENSGALG00000023348
HPF1	ENSGALG00000009668
HPGD	ENSGALG00000010769
HPGDS	ENSGALG00000010402
HPRT1	ENSGALG00000006098
HPS1	ENSGALG00000017419
HPS4	ENSGALG00000005595
HPS6	ENSGALG00000020741
HPSE2	ENSGALG00000007508
HPSE	ENSGALG00000011203
HRAS	ENSGALG00000029260
HRH1	ENSGALG00000004930
HRH2	ENSGALG00000024171
HRH3	ENSGALG00000005170
HS1BP3	ENSGALG00000016486
HS2ST1	ENSGALG00000028423
HS3ST1	ENSGALG00000014934
HS3ST3A1	ENSGALG00000001371
HS3ST4	ENSGALG00000006290
HS3ST5	ENSGALG00000026594
HS6ST1	ENSGALG00000002155
HS6ST2	ENSGALG00000034250
HSBP1	ENSGALG00000043039
HSCB	ENSGALG00000005706
HSD11B1L	ENSGALG00000012860
HSD11B2	ENSGALG00000028326
HSD17B10	ENSGALG00000040068
HSD17B2	ENSGALG00000005467
HSD17B3	ENSGALG00000045920
HSD17B4	ENSGALG00000002187
HSD17B7	ENSGALG00000037852
HSDL1	ENSGALG00000003273
HSDL2	ENSGALG00000015663
HSF2BP	ENSGALG00000016202
HSF4	ENSGALG00000003224
HSF5	ENSGALG00000001031
HSP90AA1	ENSGALG00000033212
HSP90AB1	ENSGALG00000010175
HSP90B1	ENSGALG00000033789
HSPA12A	ENSGALG00000009248
HSPA13	ENSGALG00000019201
HSPA4L	ENSGALG00000010185
HSPA5	ENSGALG00000001000
HSPA8	ENSGALG00000006512
HSPA9	ENSGALG00000002363
HSPB11	ENSGALG00000038608
HSPB1	ENSGALG00000001926
HSPB2	ENSGALG00000040842
HSPB7	ENSGALG00000023772
HSPB8	ENSGALG00000007383
HSPBAP1	ENSGALG00000011677
HSPD1	ENSGALG00000008094
HSPE1	ENSGALG00000009070
HSPG2	ENSGALG00000035717
HSPH1	ENSGALG00000017077
HTATIP2	ENSGALG00000002581
HTATSF1	ENSGALG00000006410
HTR1A	ENSGALG00000014742
HTR1B	ENSGALG00000015895
HTR1D	ENSGALG00000000820
HTR1E	ENSGALG00000015826
HTR1F	ENSGALG00000015494
HTR2A	ENSGALG00000016992
HTR2B	ENSGALG00000007681
HTR2C	ENSGALG00000005853
HTR3A	ENSGALG00000007004
HTR4	ENSGALG00000001383
HTR5A	ENSGALG00000006362
HTR6	ENSGALG00000004066
HTRA1	ENSGALG00000041140
HTRA3	ENSGALG00000034673
HTT	ENSGALG00000015635
HUNK	ENSGALG00000015879
HUS1	ENSGALG00000039589
HVCN1	ENSGALG00000004562
HYAL1	ENSGALG00000000785
HYAL2	ENSGALG00000002138
HYAL3	ENSGALG00000029000
HYDIN	ENSGALG00000002407
HYI	ENSGALG00000033943
HYKK	ENSGALG00000003063
HYLS1	ENSGALG00000036796
